transaction_id,customer_id,amount,country,channel,timestamp,is_fraud
e0d63c45-10b,C01431,3.29,BR,mobile,2025-10-25 19:13:56.518492,0
fedcb04c-e77,C01553,77.27,BR,mobile,2025-10-27 23:08:53.518492,0
a12d2fa6-294,C01052,8.05,IN,mobile,2025-10-27 04:27:29.518492,0
1139881d-ccc,C00164,13.84,ZA,web,2025-10-26 01:34:52.518492,0
8ea87b93-713,C00694,32.81,GB,web,2025-10-25 15:54:40.518492,0
010156db-60a,C00887,89.39,MX,web,2025-10-25 16:48:02.518492,0
1daddd38-f0f,C01889,88.51,MX,pos,2025-10-26 13:52:49.518492,0
8ba9614a-29e,C01419,9.94,ZA,mobile,2025-10-29 06:42:00.518492,0
253e33e3-e04,C00163,53.48,DE,pos,2025-10-27 09:14:12.518492,0
ed88ed93-a48,C00943,64.97,US,pos,2025-10-25 16:14:53.518492,0
02e42719-566,C00035,44.34,DE,mobile,2025-10-29 05:44:49.518492,0
4506caa4-e04,C00907,146.22,RU,pos,2025-10-26 23:25:29.518492,0
f7b1ac6c-451,C00295,95.85,ZA,mobile,2025-10-27 00:31:35.518492,0
17426c6c-1f9,C00013,16.21,ZA,mobile,2025-10-29 03:26:17.518492,0
04e2da79-274,C00164,37.34,BR,mobile,2025-10-27 09:12:42.518492,0
070bca22-568,C01307,29.03,CN,pos,2025-10-25 18:21:01.518492,0
99ad2da4-415,C00356,14.9,DE,pos,2025-10-28 22:24:23.518492,0
3f03371a-ed1,C00115,16.01,FR,mobile,2025-10-25 10:38:30.518492,0
3e985e69-671,C00448,13.1,BR,web,2025-10-25 22:51:38.518492,0
677deea5-0b9,C00260,15.58,GB,pos,2025-10-29 08:51:03.518492,0
701dbb03-9ff,C01489,109.73,GB,mobile,2025-10-26 18:00:03.518492,0
0a3e1e76-fd4,C01488,1.0,DE,pos,2025-10-26 17:40:45.518492,0
0d7346b6-917,C00080,7.26,FR,web,2025-10-29 11:44:12.518492,0
03eccccb-f66,C01196,81.99,IN,pos,2025-10-25 06:59:28.518492,0
e14bf7a6-eb2,C00477,56.88,ZA,mobile,2025-10-29 10:04:24.518492,0
a60c1b75-980,C00609,71.58,FR,pos,2025-10-29 10:25:37.518492,0
bf4a4385-2ce,C01023,54.44,DE,web,2025-10-28 17:35:46.518492,0
0d673b22-a5a,C01413,52.71,GB,mobile,2025-10-25 19:08:21.518492,0
c684e698-729,C01413,26.34,RU,web,2025-10-27 23:07:26.518492,0
f59efcde-06c,C01388,32.25,MX,mobile,2025-10-24 17:23:03.518492,0
1f430824-81f,C01964,28.46,GB,mobile,2025-10-26 13:23:52.518492,0
e45f8c14-03d,C01218,5.12,CN,web,2025-10-26 07:50:05.518492,0
0b63410b-922,C00495,8.2,ZA,mobile,2025-10-25 00:27:38.518492,0
a26fa2c8-497,C00508,55.11,CN,mobile,2025-10-25 05:06:54.518492,0
50bf47ea-15f,C01588,27.51,US,web,2025-10-27 23:54:16.518492,0
3f63a2ed-939,C01716,14.97,DE,mobile,2025-10-27 22:36:37.518492,0
f2ea7624-d92,C01006,18.5,GB,pos,2025-10-27 02:38:18.518492,0
2ac00462-5ca,C01272,63.58,CN,mobile,2025-10-29 07:32:23.518492,0
e14a4df5-432,C02000,13.25,CN,web,2025-10-28 21:19:46.518492,0
c24b5ea9-3f7,C00793,8.52,GB,pos,2025-10-26 17:44:25.518492,0
0f93cedb-279,C00747,30.12,FR,web,2025-10-28 23:15:26.518492,0
088b3303-1d6,C00641,9.76,GB,pos,2025-10-28 01:16:39.518492,0
753c2a03-2c0,C00153,33.08,IN,pos,2025-10-28 16:22:23.518492,0
882a7507-eef,C01859,26.36,CN,mobile,2025-10-26 13:28:40.518492,0
63c93d23-1ea,C00419,34.15,BR,pos,2025-10-26 10:51:55.518492,0
e9468e6f-7aa,C00537,18.66,RU,web,2025-10-25 11:34:47.518492,0
e75f43d1-e50,C01948,22.16,BR,web,2025-10-24 19:35:28.518492,0
b4a81a2f-2f3,C01482,69.33,US,web,2025-10-29 15:38:07.518492,0
999b1188-3ab,C00411,4.97,IN,web,2025-10-29 03:17:56.518492,0
3dc2c14b-a3e,C00514,66.74,US,web,2025-10-26 10:00:56.518492,0
091cc8f4-92b,C00741,163.33,GB,mobile,2025-10-29 11:56:54.518492,0
4d3392b1-782,C00056,26.97,FR,mobile,2025-10-27 13:29:15.518492,0
3df6c002-356,C00666,89.65,FR,mobile,2025-10-28 08:21:35.518492,0
b5e36eaf-3d8,C01641,92.81,ZA,pos,2025-10-24 17:02:01.518492,0
862d3683-4a2,C01405,18.95,MX,mobile,2025-10-26 21:16:38.518492,0
de707091-fee,C00179,7.15,GB,mobile,2025-10-28 20:36:40.518492,0
96d110ed-79f,C00309,13.29,BR,web,2025-10-26 02:41:01.518492,0
0219d0fa-3c4,C00189,11.54,FR,pos,2025-10-28 10:01:46.518492,0
d9699a7c-68b,C01234,22.74,BR,pos,2025-10-26 12:18:36.518492,0
b437fb26-29d,C01388,47.48,IN,mobile,2025-10-27 23:13:18.518492,0
a270c549-fd6,C00221,14.96,MX,pos,2025-10-29 13:44:50.518492,0
fcb9f130-a40,C00658,20.58,IN,pos,2025-10-24 21:06:09.518492,0
e2e47533-16a,C00311,39.84,DE,mobile,2025-10-29 01:43:51.518492,0
91de6b81-2f1,C01896,16.72,US,mobile,2025-10-28 11:01:05.518492,0
fc53e348-542,C00658,21.0,BR,web,2025-10-25 04:14:07.518492,0
92aa8226-01d,C01818,115.14,DE,mobile,2025-10-26 02:40:41.518492,0
5fedcf5e-798,C01010,10.57,US,mobile,2025-10-29 12:12:35.518492,0
a98324e5-9d2,C01466,18.71,RU,mobile,2025-10-27 19:27:53.518492,0
c968ce58-e51,C01338,33.41,RU,web,2025-10-26 18:20:41.518492,0
d90f86ba-688,C00241,6.23,IN,web,2025-10-26 00:46:21.518492,0
777c10bc-f32,C01747,20.23,BR,mobile,2025-10-25 20:22:02.518492,0
76a644c1-5bf,C00124,24.6,IN,mobile,2025-10-29 08:03:49.518492,0
8363439c-141,C00825,5.75,MX,mobile,2025-10-27 11:04:44.518492,0
674ef9c4-528,C01569,30.69,DE,web,2025-10-27 01:41:37.518492,0
a97d33f1-ed9,C01396,18.75,CN,pos,2025-10-28 20:20:13.518492,0
10a4ffc6-b3b,C00100,18.37,ZA,mobile,2025-10-29 15:05:25.518492,0
dbd8d564-8e4,C00063,11.61,IN,mobile,2025-10-25 20:39:59.518492,0
21227e5c-4d0,C01110,39.47,ZA,pos,2025-10-27 21:41:23.518492,0
b6f3eb13-55f,C00687,36.78,MX,pos,2025-10-25 19:54:32.518492,0
67a6e3a8-b08,C01743,63.6,CN,pos,2025-10-24 16:36:11.518492,0
3166b12f-22b,C01522,7.52,FR,mobile,2025-10-28 20:41:27.518492,0
7ee547c5-4ee,C00862,25.35,BR,web,2025-10-26 13:55:09.518492,0
84ca663b-833,C00878,20.9,RU,pos,2025-10-26 13:06:39.518492,0
8a78f556-79b,C00812,94.74,MX,pos,2025-10-28 01:31:00.518492,0
8e5a33a3-a27,C00529,9.02,DE,mobile,2025-10-25 19:52:52.518492,0
9c13c884-f07,C01841,16.16,FR,pos,2025-10-26 05:01:52.518492,0
144d8115-f8d,C00181,10.36,GB,web,2025-10-27 06:34:28.518492,0
e28df12a-1dc,C00346,8.5,MX,mobile,2025-10-27 02:08:48.518492,0
9105c4f7-b33,C00619,16.51,BR,pos,2025-10-27 13:51:53.518492,0
334d78fc-0de,C01115,12.68,US,pos,2025-10-25 06:54:34.518492,0
94b8d866-020,C00149,68.1,IN,pos,2025-10-26 13:13:34.518492,0
ef3279db-e72,C01761,7.81,DE,mobile,2025-10-26 23:21:46.518492,0
d272d0a5-9b5,C01533,3.34,BR,mobile,2025-10-25 02:55:56.518492,0
ad4a4f9e-907,C00719,9.54,FR,web,2025-10-26 17:36:29.518492,0
7cdac96f-6b0,C01932,8.71,DE,mobile,2025-10-29 03:50:12.518492,0
cf75967a-795,C00595,7.69,FR,pos,2025-10-27 09:41:01.518492,0
a2429e8f-130,C00869,50.57,BR,web,2025-10-28 19:44:57.518492,0
1048b7e9-3bf,C00307,26.72,DE,pos,2025-10-26 01:28:03.518492,0
04992eb5-3f0,C00258,53.17,US,pos,2025-10-26 22:39:48.518492,0
3ace6aa4-d5e,C00426,84.79,IN,pos,2025-10-29 01:41:24.518492,0
64f7d4ef-906,C01930,23.95,MX,mobile,2025-10-26 01:35:48.518492,0
d9bb3fb6-2f7,C00397,25.27,FR,web,2025-10-28 18:45:29.518492,0
e74796e4-87c,C01882,47.92,CN,web,2025-10-29 09:34:15.518492,0
c6f92069-4bf,C01620,8.87,FR,web,2025-10-27 23:00:43.518492,0
82578969-678,C00558,8.87,DE,pos,2025-10-26 02:52:39.518492,0
a29ba2e7-c3c,C01169,29.85,CN,pos,2025-10-27 12:51:22.518492,0
b9a3957f-53b,C01662,57.94,GB,pos,2025-10-28 16:04:34.518492,0
e4a61a8e-f54,C01180,6.78,CN,mobile,2025-10-26 19:36:14.518492,0
d3598961-587,C01985,45.77,CN,mobile,2025-10-25 11:58:13.518492,0
d0d6732c-f93,C00025,19.06,US,mobile,2025-10-25 10:50:26.518492,1
6749d039-62f,C00420,30.01,FR,mobile,2025-10-29 03:58:39.518492,0
9b77835e-233,C00654,37.81,MX,web,2025-10-27 10:58:37.518492,0
d2da1c19-c83,C00436,13.96,ZA,web,2025-10-26 01:57:29.518492,0
8dca5d7c-fe9,C01242,9.0,RU,pos,2025-10-29 15:44:55.518492,0
cd2c91ba-81b,C00186,55.3,RU,web,2025-10-25 05:06:43.518492,0
7e5be06d-667,C01459,119.47,MX,mobile,2025-10-27 11:35:01.518492,0
e6fa78ec-96e,C01511,32.64,DE,web,2025-10-28 12:30:25.518492,0
aa91a378-f08,C01432,59.19,FR,web,2025-10-26 07:15:06.518492,0
6ac0c2c5-922,C00503,53.09,CN,pos,2025-10-28 10:56:32.518492,0
78493333-c29,C01827,182.65,ZA,web,2025-10-26 18:54:20.518492,0
92e07f1e-e0a,C00967,11.11,CN,mobile,2025-10-28 13:02:18.518492,0
949237fd-e64,C00427,2.36,BR,web,2025-10-28 15:44:12.518492,0
bd042734-43f,C01947,58.16,RU,web,2025-10-27 04:13:09.518492,0
54f1bc3b-d25,C01493,10.83,US,pos,2025-10-25 03:54:07.518492,0
2595b321-ce8,C01478,22.02,BR,mobile,2025-10-27 12:06:39.518492,0
24620fe3-09f,C00156,23.32,FR,mobile,2025-10-29 01:49:38.518492,0
b07bcd82-c53,C00212,4.64,MX,pos,2025-10-26 05:23:21.518492,0
9cb8bdd7-525,C00622,3.38,GB,pos,2025-10-26 02:57:37.518492,0
ef9e010c-0da,C01058,3.2,ZA,pos,2025-10-29 07:36:45.518492,0
477ffb7b-2bc,C01478,7.62,RU,mobile,2025-10-29 07:18:50.518492,0
9416dfa5-a50,C01148,19.93,US,pos,2025-10-28 01:20:17.518492,0
282558a4-f63,C00322,14.43,US,pos,2025-10-25 13:15:29.518492,0
fe218389-f8e,C00990,22.28,MX,pos,2025-10-29 01:43:59.518492,0
bec15e49-86b,C00040,36.16,GB,pos,2025-10-25 00:38:31.518492,0
ec6c5ad4-fa4,C00441,8.58,MX,pos,2025-10-27 06:31:24.518492,0
996e03a7-bc5,C01691,17.85,ZA,web,2025-10-26 20:25:14.518492,0
dbd65e49-f5e,C00916,59.46,BR,web,2025-10-25 07:38:04.518492,0
848ddf79-36b,C01540,20.84,IN,pos,2025-10-27 14:49:50.518492,0
4573537d-f88,C00461,124.0,GB,web,2025-10-28 22:31:31.518492,0
e037599d-f34,C01169,246.83,ZA,web,2025-10-27 16:28:30.518492,0
3325796e-f6b,C01417,20.48,IN,mobile,2025-10-26 07:35:53.518492,0
c9087e57-ec7,C01402,11.03,GB,pos,2025-10-29 01:04:20.518492,0
89d91e42-664,C01379,3.42,FR,mobile,2025-10-27 03:32:00.518492,0
cc4974dd-48d,C00739,13.97,FR,web,2025-10-27 01:21:59.518492,0
9d761c17-1e3,C01201,24.54,FR,mobile,2025-10-29 08:28:54.518492,0
63bc2b81-ec4,C00125,4.93,GB,mobile,2025-10-27 13:15:33.518492,0
eab055f3-a0f,C00797,11.02,FR,mobile,2025-10-25 17:59:39.518492,0
b889c39b-f9f,C00495,69.13,BR,pos,2025-10-25 16:52:11.518492,0
74e661cb-2eb,C01558,14.96,BR,pos,2025-10-29 00:05:00.518492,0
30c0febe-fb5,C00301,12.03,GB,mobile,2025-10-26 23:20:47.518492,0
c8d9bf68-a3e,C00702,14.44,ZA,web,2025-10-27 11:33:48.518492,0
c371701e-a3c,C00127,57.35,CN,web,2025-10-27 14:04:08.518492,0
b7e9299b-cb0,C00428,104.04,DE,web,2025-10-27 02:01:04.518492,0
57071a27-481,C00307,17.4,ZA,mobile,2025-10-27 15:34:49.518492,0
c7380158-0d8,C00473,9.44,RU,web,2025-10-28 21:22:31.518492,0
a09d27fe-a4b,C01188,19.97,DE,web,2025-10-29 10:23:27.518492,0
b2b09714-395,C01571,11.09,BR,web,2025-10-24 20:59:33.518492,0
0efc4d8e-27f,C00515,32.5,BR,web,2025-10-27 22:57:25.518492,0
9bf602cd-250,C01817,17.69,DE,pos,2025-10-29 04:03:42.518492,0
31c9de94-4c4,C00432,32.8,ZA,mobile,2025-10-25 09:52:24.518492,0
8b47efea-703,C00738,9.55,RU,pos,2025-10-26 21:18:47.518492,0
1587a6bf-afe,C00207,54.09,MX,pos,2025-10-28 11:00:14.518492,0
90794af7-dfa,C01408,52.88,US,mobile,2025-10-29 12:29:29.518492,0
43fcc8e1-642,C01337,24.51,IN,mobile,2025-10-27 05:09:10.518492,0
b832581d-bed,C01704,50.28,GB,web,2025-10-26 21:39:42.518492,0
6672635d-e66,C00950,18.92,MX,pos,2025-10-26 21:23:17.518492,0
d4a9829e-57f,C00298,17.91,RU,web,2025-10-25 14:45:35.518492,0
2aef996b-170,C00539,15.49,GB,pos,2025-10-28 14:10:20.518492,0
0a2fefdb-ebb,C01236,1.66,RU,pos,2025-10-28 00:49:55.518492,0
7cf2b4c1-c5a,C01767,10.59,DE,pos,2025-10-28 08:16:24.518492,0
3b74852b-d02,C00194,6.38,MX,pos,2025-10-25 22:36:26.518492,0
cc29d039-9c6,C00708,248.25,CN,web,2025-10-26 22:19:55.518492,0
f7743036-2d3,C00812,27.86,IN,mobile,2025-10-28 19:00:49.518492,0
9bdf9053-ac0,C00076,30.89,IN,pos,2025-10-29 03:05:50.518492,0
5017f9de-8f1,C00192,10.21,FR,pos,2025-10-27 10:30:31.518492,0
173cceb6-cdb,C01196,34.33,CN,pos,2025-10-28 03:52:40.518492,0
ae14f41a-1ed,C01755,10.04,RU,mobile,2025-10-28 09:30:14.518492,0
b695828f-ee8,C00821,8.31,DE,pos,2025-10-25 16:26:33.518492,0
10b1b060-80b,C00467,8.82,MX,pos,2025-10-27 08:10:55.518492,0
e579f1be-3fd,C00412,216.46,ZA,pos,2025-10-26 05:17:54.518492,0
188cdda3-9f1,C00892,6.02,CN,web,2025-10-26 18:30:25.518492,0
98ac0cf9-40e,C00110,18.06,GB,pos,2025-10-25 02:41:35.518492,0
5db596ef-837,C01376,53.97,IN,web,2025-10-25 05:06:14.518492,0
1a0b2246-aa1,C01346,33.14,RU,web,2025-10-28 19:17:57.518492,0
62f3f21d-1c5,C00419,30.9,FR,pos,2025-10-29 00:40:34.518492,0
e3dab644-051,C00873,12.1,IN,web,2025-10-27 09:40:30.518492,0
323ef9b7-881,C00812,25.89,BR,pos,2025-10-29 11:54:33.518492,0
a6c719fa-6ff,C00917,8.51,ZA,pos,2025-10-27 08:16:09.518492,0
1e96be04-4a4,C01258,53.29,CN,pos,2025-10-28 11:17:49.518492,0
75f188c0-38e,C00048,215.82,MX,web,2025-10-26 08:32:05.518492,0
d00a268f-845,C01580,6.16,CN,pos,2025-10-27 16:01:45.518492,0
b5556dcd-01a,C01669,7.83,DE,pos,2025-10-28 01:17:19.518492,0
e5112797-028,C00438,43.48,DE,pos,2025-10-26 07:26:36.518492,0
b0509d2b-a5a,C00667,142.75,GB,pos,2025-10-27 07:59:41.518492,0
4470ce43-1d7,C01881,6.01,US,pos,2025-10-28 03:14:10.518492,0
dc6d8e4f-ece,C00921,12.3,RU,web,2025-10-25 19:43:02.518492,0
f0e6a057-dbb,C00912,24.52,FR,web,2025-10-28 06:16:03.518492,0
2430def2-bea,C01031,61.19,BR,mobile,2025-10-29 14:34:48.518492,0
4a225d5b-cb6,C01048,31.49,MX,pos,2025-10-25 14:49:05.518492,0
5b5951b5-e2d,C01246,50.62,GB,mobile,2025-10-28 06:01:00.518492,0
abc8b051-fb2,C01083,1.26,IN,pos,2025-10-26 00:13:07.518492,0
cda66e69-008,C01405,10.76,CN,mobile,2025-10-26 15:54:05.518492,0
c8c2c685-c49,C01068,61.34,ZA,web,2025-10-24 20:32:01.518492,0
e81fb054-af3,C00782,13.16,IN,web,2025-10-25 22:22:01.518492,0
7de1f2d6-aba,C00532,23.55,RU,mobile,2025-10-26 11:29:08.518492,0
f3a4c744-77d,C01519,5.0,US,mobile,2025-10-27 10:46:22.518492,0
baf61e01-044,C01546,10.93,DE,pos,2025-10-25 03:39:03.518492,0
8ab3d3d4-138,C00720,49.98,ZA,mobile,2025-10-28 03:31:14.518492,0
86627edf-5ee,C01154,21.39,BR,web,2025-10-28 23:16:11.518492,0
df85711f-fcb,C00454,38.18,DE,web,2025-10-29 10:34:52.518492,0
e6197b5e-109,C01355,5.02,IN,web,2025-10-26 22:08:21.518492,0
4d2074d0-7c6,C00001,61.27,BR,web,2025-10-25 06:28:10.518492,0
2bac19ce-e65,C01063,3.0,BR,web,2025-10-28 05:12:19.518492,0
80f05774-50b,C01145,4.4,BR,mobile,2025-10-24 20:23:03.518492,0
847d8ef6-056,C00238,30.79,DE,mobile,2025-10-29 04:43:59.518492,0
e9b88a61-278,C00689,43.77,US,pos,2025-10-28 10:56:10.518492,0
aa552474-b6b,C01707,62.33,MX,mobile,2025-10-25 05:39:52.518492,0
20d525f1-a7e,C01009,16.23,US,mobile,2025-10-27 21:21:37.518492,0
ce1d9da2-5c2,C00303,23.9,MX,web,2025-10-24 16:58:45.518492,0
d720ef1f-56a,C01601,119.18,CN,web,2025-10-28 22:49:45.518492,0
7a6c554e-3d9,C00451,24.23,DE,web,2025-10-27 15:15:51.518492,0
e3246d71-600,C01970,37.52,GB,web,2025-10-25 02:39:18.518492,0
c56df7a4-9cb,C00317,19.8,RU,mobile,2025-10-28 01:46:14.518492,0
fa60f7af-84c,C01881,4.91,GB,mobile,2025-10-27 22:37:11.518492,0
798e5883-fbe,C00759,5.84,US,mobile,2025-10-29 10:45:02.518492,0
383e9569-f66,C01136,19.72,IN,web,2025-10-26 14:09:27.518492,0
f430a0a2-fe3,C01792,173.05,MX,pos,2025-10-28 13:31:15.518492,0
909b1e36-5c7,C01792,10.61,ZA,mobile,2025-10-26 00:07:32.518492,0
fb5409ed-bc7,C00309,31.12,DE,web,2025-10-28 04:25:54.518492,0
33f674e5-d2d,C01137,6.71,ZA,pos,2025-10-29 11:00:04.518492,0
243cc3b6-101,C00829,52.13,ZA,web,2025-10-28 07:59:55.518492,0
a973be7a-c39,C00289,13.9,BR,web,2025-10-26 09:49:06.518492,0
f5ffe4cf-142,C00562,15.22,US,pos,2025-10-29 11:16:37.518492,0
cab03a0e-d33,C01654,37.23,IN,web,2025-10-28 00:56:05.518492,0
02165cd3-495,C00210,61.65,FR,web,2025-10-27 22:39:03.518492,0
c16b1e3e-f53,C01160,8.23,CN,web,2025-10-29 13:00:02.518492,0
e59cefab-23f,C01516,13.43,CN,pos,2025-10-29 15:17:58.518492,0
7b60967d-cd8,C00538,16.95,CN,mobile,2025-10-24 20:54:12.518492,0
d82e6389-7b3,C01119,24.71,CN,pos,2025-10-27 06:47:19.518492,0
21dce3b7-923,C00562,6.95,US,mobile,2025-10-28 15:04:14.518492,0
3a75f1ef-75c,C00736,45.98,RU,pos,2025-10-25 12:40:55.518492,0
f165dce9-c04,C01382,47.09,ZA,mobile,2025-10-27 08:22:15.518492,0
d3d8b241-35e,C01230,15.43,CN,web,2025-10-27 09:59:02.518492,0
3b255145-7ce,C01291,98.32,IN,web,2025-10-24 22:23:01.518492,0
3f781a6f-269,C00030,12.88,GB,pos,2025-10-27 12:12:30.518492,0
70150240-180,C01107,41.41,IN,mobile,2025-10-27 00:16:02.518492,0
600d9f7f-ea4,C00554,39.05,IN,pos,2025-10-24 16:59:33.518492,0
5dd485ce-01f,C00811,35.92,CN,mobile,2025-10-28 06:25:30.518492,0
a765cd77-7ed,C00605,198.54,BR,web,2025-10-25 14:46:06.518492,0
e43ffd91-1ac,C01921,19.98,GB,mobile,2025-10-25 01:00:23.518492,0
44c9f6d2-35b,C01703,13.25,BR,web,2025-10-25 13:23:36.518492,0
a8572ff8-65a,C00633,3.06,MX,mobile,2025-10-27 19:43:16.518492,0
3199a866-4e5,C00116,18.34,CN,web,2025-10-25 00:57:00.518492,0
3cc8b32e-be2,C00677,211.3,DE,web,2025-10-24 17:02:50.518492,0
8d180898-f6f,C00848,43.58,BR,mobile,2025-10-25 19:17:08.518492,0
82c5323f-e9c,C01487,13.1,US,web,2025-10-28 09:03:52.518492,0
ed544e3e-cc6,C01525,48.9,DE,pos,2025-10-28 07:53:11.518492,0
27c37842-0a1,C01636,40.24,US,mobile,2025-10-25 07:43:11.518492,0
c00eaa73-3b5,C01049,62.94,DE,mobile,2025-10-24 20:21:19.518492,0
bf8241e0-aee,C00987,47.03,MX,pos,2025-10-28 21:00:48.518492,0
d97ecd4d-c3c,C00198,32.01,US,mobile,2025-10-25 13:51:18.518492,0
275a72a3-ef8,C01846,16.0,ZA,web,2025-10-27 21:09:49.518492,0
cbd48a4f-28f,C00837,4.71,CN,mobile,2025-10-27 16:59:25.518492,0
fd59e22c-3ee,C00445,135.06,CN,mobile,2025-10-27 19:28:35.518492,0
7fef2966-958,C01784,3.86,CN,web,2025-10-27 17:14:09.518492,0
d2db3804-349,C01947,3.85,ZA,web,2025-10-27 04:34:37.518492,0
80b9090e-371,C01532,38.6,GB,web,2025-10-25 20:18:20.518492,0
a01a6777-040,C00955,12.76,ZA,pos,2025-10-28 12:57:49.518492,0
c4e55b07-430,C00512,53.97,FR,mobile,2025-10-28 00:58:43.518492,0
b31e42e3-e58,C01971,3.48,RU,web,2025-10-26 21:04:42.518492,0
2d52d314-205,C00778,89.62,IN,pos,2025-10-24 16:52:53.518492,0
e9dcde3e-eef,C00613,22.66,CN,pos,2025-10-24 22:17:28.518492,0
f808c107-403,C00265,55.5,BR,pos,2025-10-28 21:15:03.518492,0
8af6930e-a7a,C00441,14.22,IN,pos,2025-10-27 12:40:41.518492,0
28ee4e33-187,C01453,24.51,GB,mobile,2025-10-26 20:15:38.518492,0
2a628329-34e,C00606,2.69,US,mobile,2025-10-25 10:32:38.518492,0
b638a9f9-7d2,C00168,26.18,FR,mobile,2025-10-29 10:56:55.518492,0
de0f80ff-c12,C00945,229.84,FR,mobile,2025-10-26 19:36:52.518492,0
29da458e-16e,C00981,5.97,US,web,2025-10-25 21:39:46.518492,0
df9f9315-dab,C01817,43.79,FR,pos,2025-10-28 19:23:27.518492,0
54f6fb39-29a,C00059,7.29,US,web,2025-10-27 09:30:56.518492,0
48721d5a-521,C01229,26.99,RU,mobile,2025-10-29 05:04:21.518492,0
0f6118aa-4d0,C01469,67.57,IN,pos,2025-10-29 03:27:15.518492,0
c1a93239-b7b,C01910,46.58,RU,pos,2025-10-25 01:52:04.518492,0
ffb7a507-7ca,C01244,4.29,FR,web,2025-10-27 02:36:17.518492,0
2dcff3cc-ca8,C01006,5.36,FR,pos,2025-10-27 10:18:18.518492,0
09ba22b8-104,C01234,9.13,CN,mobile,2025-10-24 22:24:14.518492,0
f9f11896-fbe,C00640,4.4,ZA,web,2025-10-28 00:55:39.518492,0
f5a60bda-fdb,C01481,14.42,RU,mobile,2025-10-29 11:59:51.518492,0
b79775c7-877,C01761,18.35,CN,mobile,2025-10-24 16:46:26.518492,0
7a06d4bb-158,C01126,9.56,GB,web,2025-10-24 17:40:07.518492,0
1132a2ae-699,C01190,80.57,DE,pos,2025-10-25 18:12:11.518492,0
919bb199-65b,C01619,77.77,FR,mobile,2025-10-27 04:19:59.518492,0
5dbf1001-382,C00422,13.05,DE,web,2025-10-25 11:18:41.518492,0
942afeb4-401,C01718,36.42,IN,pos,2025-10-26 11:26:36.518492,0
86c90208-910,C01352,26.81,IN,web,2025-10-25 16:02:07.518492,0
45fde0ce-862,C00542,8.4,DE,mobile,2025-10-26 07:37:39.518492,0
eaaadf3b-3fc,C01152,42.05,US,web,2025-10-27 19:43:43.518492,0
c3a1dc1c-b70,C00536,44.22,GB,web,2025-10-27 19:42:00.518492,0
15271194-896,C01450,16.87,BR,mobile,2025-10-24 20:04:54.518492,0
b870b32e-47f,C00195,39.01,US,pos,2025-10-28 01:16:18.518492,0
a4382904-78c,C01512,50.62,ZA,pos,2025-10-27 03:40:04.518492,0
6d5935dd-e39,C01276,1.0,DE,mobile,2025-10-28 23:12:36.518492,0
6fa9c8d6-bb6,C01017,3.69,GB,mobile,2025-10-28 03:24:43.518492,0
ef6bd6e7-c7e,C00750,17.49,MX,web,2025-10-27 02:03:46.518492,0
07e379e5-342,C01589,47.48,FR,web,2025-10-26 20:24:08.518492,0
a3656818-ab9,C00451,7.16,ZA,web,2025-10-27 14:33:18.518492,0
7efb2016-886,C01612,73.94,RU,web,2025-10-27 23:36:49.518492,0
b7096204-ea1,C01004,5.43,IN,web,2025-10-25 19:48:20.518492,0
2da09dd2-f99,C00631,7.85,ZA,web,2025-10-26 20:45:27.518492,0
c661fe38-c95,C00515,4.55,RU,pos,2025-10-26 12:40:28.518492,0
dc0c02f3-658,C00027,36.59,US,web,2025-10-25 14:36:20.518492,0
c6a099c5-cf1,C00788,21.53,FR,mobile,2025-10-29 01:35:40.518492,0
87440407-e95,C01640,26.13,MX,pos,2025-10-28 22:22:40.518492,0
8f139f02-13e,C01355,1.15,BR,mobile,2025-10-25 04:53:19.518492,0
4ab75403-8db,C00474,31.62,IN,mobile,2025-10-27 09:59:29.518492,0
273817f2-3a9,C00397,16.61,RU,web,2025-10-25 18:16:45.518492,0
e2e7d018-722,C01043,7.21,IN,pos,2025-10-27 06:48:38.518492,0
63fc1933-aff,C00744,17.73,MX,mobile,2025-10-28 02:15:39.518492,0
d6a54f2d-73b,C01874,62.97,RU,pos,2025-10-25 06:55:37.518492,0
2cfd9c4a-646,C00632,18.83,MX,web,2025-10-25 20:18:45.518492,0
70b513b9-7bf,C01496,29.37,IN,web,2025-10-27 11:47:26.518492,0
362345b7-2c4,C01042,80.57,ZA,pos,2025-10-29 14:51:08.518492,0
9074213a-11c,C00129,150.21,BR,pos,2025-10-27 21:54:42.518492,0
215b85fd-09a,C01026,35.39,IN,mobile,2025-10-26 17:48:05.518492,0
090f9f2c-85e,C01944,117.23,DE,mobile,2025-10-29 14:57:16.518492,0
d9f04d5d-bc1,C00412,9.23,GB,mobile,2025-10-26 07:43:16.518492,0
7b5995f0-7fd,C01568,110.28,CN,pos,2025-10-27 01:27:38.518492,0
13cbf2cc-fe5,C00794,46.44,IN,pos,2025-10-27 01:10:59.518492,0
d90410a3-0d2,C01525,89.34,US,mobile,2025-10-26 05:36:21.518492,0
a0a3d68a-153,C00049,49.18,CN,web,2025-10-26 19:20:22.518492,0
e061f450-f7c,C01485,19.67,FR,pos,2025-10-27 08:18:56.518492,1
19e96b44-802,C01315,21.52,MX,mobile,2025-10-29 04:47:09.518492,0
0dfd4968-632,C00716,46.94,FR,pos,2025-10-26 16:18:28.518492,0
c56ca972-0c2,C00471,49.59,ZA,web,2025-10-24 20:35:02.518492,1
